0.0 100000.00000 0.00000
1.0 103045.31410 3147.91584
2.0 106184.07360 6580.13778
3.0 109417.49320 10404.58375
4.0 112749.76750 14511.93284
5.0 116183.41180 19040.38442
6.0 119722.84600 23865.03408
7.0 123368.74920 29384.85690
8.0 127125.93250 34959.77654
9.0 130996.28810 41196.00230
10.0 67496.54180 46211.12385
11.0 69552.27870 51291.05103
12.0 71670.81690 56463.90337
13.0 73854.25360 62244.92889
14.0 76102.65970 68491.47550
15.0 78420.43040 75314.73076
16.0 80808.57590 82715.56144
17.0 83270.23210 90472.33323
18.0 85806.71710 99148.27907
19.0 88419.92600 107733.44432
20.0 45557.40610 52948.06518
21.0 46944.98900 57967.29488
22.0 48374.52300 62970.46427
23.0 49847.75830 68320.85008
24.0 51365.73500 74232.14898
25.0 52929.58740 80573.51676
26.0 54541.24790 87268.17725
27.0 56201.12540 94648.30827
28.0 57912.74040 102337.91641
29.0 59676.66540 110870.39924
30.0 30747.35980 45458.05334
31.0 31683.33790 49327.03272
32.0 32648.43110 53377.47285
33.0 33643.17410 57665.45299
34.0 34668.03560 62190.14873
35.0 35723.83130 67069.38564
36.0 36811.73740 72351.47964
37.0 37932.85860 77999.33361
38.0 39088.06900 84089.83624
39.0 40278.17100 90531.39476
40.0 20751.68120 34968.85557
41.0 21383.68230 37661.90177
42.0 22034.88740 40665.88092
43.0 22705.71900 43807.63704
44.0 23397.46040 47108.61423
45.0 24110.08940 50899.31281
46.0 24844.53340 54906.86468
47.0 25601.05730 58863.66622
48.0 26380.87220 63411.57467
49.0 27184.09240 68012.07086
50.0 14005.95850 25382.66578
51.0 14432.66710 27296.07468
52.0 14872.45940 29375.05835
53.0 15325.62170 31474.08259
54.0 15792.41100 33971.17708
55.0 16273.27820 36554.41140
56.0 16769.34780 39214.59204
57.0 17279.94790 42099.36999
58.0 17806.56450 45372.00404
59.0 18349.11160 48799.71875
60.0 9453.90930 18006.54467
61.0 9741.85640 19502.36658
62.0 10038.46710 20970.27612
63.0 10344.11750 22528.79409
64.0 10659.21650 24272.56483
65.0 10984.01040 26184.48249
66.0 11318.55360 28143.74673
67.0 11663.32640 30219.78686
68.0 12018.60450 32536.12128
69.0 12384.61140 34850.04899
70.0 6380.32950 12557.76613
71.0 6574.80610 13559.06550
72.0 6775.29670 14595.63487
73.0 6981.70140 15712.69464
74.0 7194.32250 16876.73849
75.0 7413.37660 18144.10737
76.0 7639.11500 19461.99637
77.0 7871.76080 20932.15758
78.0 8111.52900 22517.60256
79.0 8358.46890 24205.96583
80.0 4306.26540 8622.63856
81.0 4437.26180 9290.84306
82.0 4572.37880 10036.33231
83.0 4711.63750 10776.25609
84.0 4855.03220 11597.49496
85.0 5002.83110 12420.48957
86.0 5155.35470 13339.32229
87.0 5312.40540 14361.89105
88.0 5474.10600 15392.32856
89.0 5640.54640 16524.42605
90.0 2906.28000 5857.43180
91.0 2994.90160 6310.55232
92.0 3086.06810 6797.38126
93.0 3180.14730 7298.17680
94.0 3277.01610 7822.31924
95.0 3376.89310 8389.55867
96.0 3479.66800 9048.77938
97.0 3585.74320 9698.78605
98.0 3695.05590 10375.93658
99.0 3807.57550 11104.91710
100.0 1961.67110 4030.05392
101.0 2021.42100 4323.83736
102.0 2083.02420 4646.06321
103.0 2146.46620 5009.64366
104.0 2211.83680 5397.96217
105.0 2279.27720 5823.82136
106.0 2348.77810 6237.57706
107.0 2420.34450 6710.61642
108.0 2494.07040 7222.93024
109.0 2570.10630 7768.16060
110.0 1323.78900 2715.51768
111.0 1364.19010 2927.86036
112.0 1405.72040 3158.05282
113.0 1448.62990 3398.75253
114.0 1492.64570 3657.61177
115.0 1538.07730 3924.94552
116.0 1584.93830 4196.95709
117.0 1633.17630 4500.13542
118.0 1682.91340 4840.75910
119.0 1734.17350 5208.67420
120.0 893.56470 1819.80201
121.0 996.21240 2358.46289
122.0 1110.66880 3040.12991
123.0 1238.13380 3900.22330
124.0 1380.30250 5015.54219
125.0 1538.34910 6394.38183
126.0 1714.61940 8135.61934
127.0 1911.47010 10351.55591
128.0 2130.70220 13034.04572
129.0 2375.09670 16504.98795
130.0 1323.46590 5857.25724
131.0 1475.34970 7465.99041
132.0 1644.57770 9482.17196
133.0 1833.28690 11947.13679
134.0 2043.75090 15020.54025
135.0 2278.23110 18959.74649
136.0 2539.95220 23852.65072
137.0 2831.50630 29929.85276
138.0 3156.03990 37520.70991
139.0 3518.46550 47086.35361
140.0 1961.54800 15767.43590
141.0 2186.92830 19865.18036
142.0 2437.83090 24993.17691
143.0 2717.53970 31309.29282
144.0 3029.16600 39225.84884
145.0 3376.91180 49093.27922
146.0 3764.64900 61593.91320
147.0 4196.87050 77005.32433
148.0 4678.20180 96274.57868
149.0 5215.19570 119947.32000
150.0 2906.67970 38944.06471
151.0 3240.33390 48628.85681
152.0 3612.26880 61034.46975
153.0 4026.98170 76146.94657
154.0 4489.09080 95178.46216
155.0 5004.05550 118677.03182
156.0 5578.23850 148378.90522
157.0 6218.34250 185550.88779
158.0 6932.26720 231349.39120
159.0 7727.61510 288211.80715
160.0 4306.90220 92000.58224
161.0 4801.37150 114732.39169
162.0 5351.86620 143005.02390
163.0 5966.45970 178152.55878
164.0 6651.11810 222174.00975
165.0 7414.61730 277096.75524
166.0 8266.08500 345630.36817
167.0 9215.08370 430254.11729
168.0 10272.90340 535461.91107
169.0 11451.33820 666609.43042
170.0 6383.08050 211756.78402
171.0 7115.56430 264114.20407
172.0 7931.90330 329050.28995
173.0 8842.24420 409612.10217
174.0 9857.00620 510748.46856
175.0 10988.38580 635757.62876
176.0 12249.04090 791129.17723
177.0 13653.90370 983836.20003
178.0 15220.35850 1224040.41018
179.0 16966.54170 1523425.75106
180.0 9457.43530 479726.60481
181.0 10542.76700 597784.44791
182.0 11752.49000 743872.54470
183.0 13101.48200 926169.65408
184.0 14604.96650 1153278.16358
185.0 16281.98120 1435058.64765
186.0 18149.84350 1784961.78681
187.0 20232.91070 2219039.21573
188.0 22553.79750 2759325.70689
189.0 25141.90580 3430567.78793
190.0 14012.35480 1073691.57652
191.0 15620.28830 1336808.80958
192.0 17411.98640 1661870.77442
193.0 19408.79420 2067965.29725
194.0 21635.27710 2572927.86492
195.0 24118.42740 3202372.42213
196.0 26885.99070 3985177.64861
197.0 29971.39640 4953614.67207
198.0 33411.44080 6158995.04890
199.0 37244.88570 7663991.87704
200.0 20757.96390 2387772.60660
201.0 23139.89940 2968642.57648
202.0 25794.42420 3692594.55765
203.0 28753.90440 4592596.98966
204.0 32052.92930 5707795.67130
205.0 35731.00320 7098396.11759
206.0 39831.43240 8827726.91443
207.0 44401.54310 10970146.65634
208.0 49498.61630 13623978.68607
209.0 55178.84620 16923677.86275
210.0 30754.54870 5272842.86423
211.0 34282.98050 6556585.65472
212.0 38216.42740 8156207.85333
213.0 42601.40270 10139588.19793
214.0 47490.44840 12611596.23954
215.0 52938.76430 15683591.55275
216.0 59013.20130 19507005.78758
217.0 65786.73320 24236778.37682
218.0 73335.59370 30128327.17502
219.0 81751.32840 37451199.34155
220.0 45565.55500 11660538.97977
221.0 50794.03600 14489876.57450
222.0 56622.41100 18020403.58048
223.0 63120.15280 22394098.65885
224.0 70363.57950 27833523.95308
225.0 78436.30310 34611824.34703
226.0 87438.46070 43025503.91466
227.0 97471.91780 53460244.71544
