0.0 100000.00000 0.00000
1.0 104080.24970 4238.64995
2.0 108327.41880 8977.60161
3.0 112748.82200 14258.68572
4.0 117350.84920 20466.07166
5.0 122139.04970 27253.80823
6.0 127124.13760 34960.30967
7.0 132312.35200 43410.23170
8.0 137712.46760 52438.97715
9.0 143333.16950 62590.18657
10.0 74593.23460 56170.24756
11.0 77637.69600 63603.58118
12.0 80806.05780 72112.77406
13.0 84104.27430 81846.01946
14.0 87537.16720 91611.73544
15.0 91111.05890 103031.44183
16.0 94830.15300 114968.80819
17.0 98700.66750 127629.64174
18.0 102729.47510 143209.37638
19.0 106921.84060 159949.33979
20.0 55644.54050 71524.61476
21.0 57915.65960 79716.92853
22.0 60279.96040 88867.58103
23.0 62740.23450 98621.36991
24.0 65300.52550 109647.80735
25.0 67965.65770 121733.78673
26.0 70739.11430 135292.05604
27.0 73625.13110 149227.00491
28.0 76629.26510 164541.07582
29.0 79756.72390 181802.28447
30.0 41505.34990 70382.26047
31.0 43198.76430 78502.83095
32.0 44961.29720 87001.61047
33.0 46796.79070 96359.10649
34.0 48706.73400 106797.43204
35.0 50694.89820 118028.66364
36.0 52764.63940 130219.77657
37.0 54918.28850 142634.30887
38.0 57158.84290 157233.95062
39.0 59491.34290 173006.82192
40.0 30959.21930 64047.93121
41.0 32222.26970 70718.50876
42.0 33537.72640 77974.14154
43.0 34906.28120 86169.15533
44.0 36330.98040 94789.97082
45.0 37814.39950 104317.04950
46.0 39357.47000 114788.19370
47.0 40963.62280 125607.48552
48.0 42635.27880 138023.47327
49.0 44375.10260 151387.01887
50.0 23090.73780 52477.25045
51.0 24032.61550 58012.86286
52.0 25012.99650 63803.23409
53.0 26034.20950 70291.15561
54.0 27096.57950 77024.14868
55.0 28202.12210 84464.70559
56.0 29353.22210 92787.03737
57.0 30551.38030 101620.27767
58.0 31798.34290 111334.95832
59.0 33096.10520 122053.33013
60.0 17223.90030 42141.10496
61.0 17927.20080 46309.82608
62.0 18658.96600 50937.90204
63.0 19420.81770 55955.45867
64.0 20213.28940 61474.13825
65.0 21038.03320 67221.56570
66.0 21896.80190 73685.70046
67.0 22789.89340 80489.52504
68.0 23720.50340 88360.85779
69.0 24688.78660 96734.20786
70.0 12848.35160 33006.41038
71.0 13372.53780 36446.26597
72.0 13918.45280 40125.29337
73.0 14486.57610 44031.51761
74.0 15077.60860 48361.68261
75.0 15692.86100 53051.06788
76.0 16333.21790 58090.78262
77.0 16999.88600 63448.23120
78.0 17693.66010 69446.97317
79.0 18415.44100 75927.73852
80.0 9583.79210 25282.97008
81.0 9974.85950 27838.50816
82.0 10382.11910 30616.71472
83.0 10805.80820 33716.52901
84.0 11246.85120 36922.98546
85.0 11706.03660 40330.14786
86.0 12183.97710 44232.38498
87.0 12681.23470 48486.95182
88.0 13198.52180 53022.64972
89.0 13736.95550 57777.39172
90.0 7148.52590 19314.58873
91.0 7440.26860 21220.02665
92.0 7743.70240 23412.48363
93.0 8060.03610 25700.73480
94.0 8389.03490 28156.86908
95.0 8731.42840 30992.05147
96.0 9087.92820 33911.90444
97.0 9458.19890 37112.37234
98.0 9844.41480 40584.89574
99.0 10246.22250 44445.58859
100.0 5331.72000 14806.62380
101.0 5549.38790 16247.54283
102.0 5775.81980 17755.65333
103.0 6011.47840 19496.11693
104.0 6256.68870 21378.16199
105.0 6511.97070 23417.07144
106.0 6777.69550 25693.25718
107.0 7054.47040 28142.44652
108.0 7342.26120 30934.40937
109.0 7641.99590 33808.24768
110.0 3977.11910 11124.48392
111.0 4139.57540 12182.66351
112.0 4308.64650 13355.33274
113.0 4484.63590 14650.85053
114.0 4667.59240 16043.69146
115.0 4858.10580 17608.15721
116.0 5056.41210 19333.73287
117.0 5262.82240 21077.98906
118.0 5477.51990 23058.86020
119.0 5701.06460 25248.85523
120.0 2967.11610 8315.38502
121.0 3274.56300 10516.89203
122.0 3614.01460 13232.51959
123.0 3988.71980 16421.86889
124.0 4402.15080 20527.99826
125.0 4858.12100 25497.00116
126.0 5361.74460 31708.71857
127.0 5916.89620 39320.02823
128.0 6530.56560 48625.62050
129.0 7207.97930 59852.10967
130.0 3977.43540 20567.08843
131.0 4389.52130 25443.27135
132.0 4844.46550 31518.58461
133.0 5346.51790 38745.12388
134.0 5900.74410 47840.62482
135.0 6511.86340 58902.49914
136.0 7186.95550 72354.19112
137.0 7931.56330 88916.67519
138.0 8754.06080 109229.35890
139.0 9661.34250 134248.31799
140.0 5330.80220 43898.17888
141.0 5883.54490 53902.36698
142.0 6493.44140 66260.48677
143.0 7166.92100 81393.58656
144.0 7909.80000 99872.14360
145.0 8729.91060 122338.56901
146.0 9635.20540 149740.26721
147.0 10634.02190 183626.91142
148.0 11735.95500 225576.83598
149.0 12952.30470 276455.18826
150.0 7147.96520 88375.79399
151.0 7889.08740 108228.05116
152.0 8706.67270 132589.52557
153.0 9609.21450 162263.45629
154.0 10604.99900 198287.90240
155.0 11704.31580 243262.15667
156.0 12917.60820 297304.81449
157.0 14256.26870 362866.25810
158.0 15733.96260 442954.55480
159.0 17365.36620 541166.30230
160.0 9583.42970 168866.17806
161.0 10576.96630 207215.08616
162.0 11673.42300 253615.24167
163.0 12883.35320 309438.24105
164.0 14219.09500 378392.08598
165.0 15693.28190 462648.50023
166.0 17320.55040 565142.23966
167.0 19115.63290 689026.76054
168.0 21097.92460 842996.08991
169.0 23284.58650 1029587.85552
170.0 12848.74630 319460.60414
171.0 14181.50990 390243.76970
172.0 15651.32020 476345.44647
173.0 17273.17600 581618.28862
174.0 19064.25650 710916.00151
175.0 21040.33330 868396.68381
176.0 23220.71660 1058805.95188
177.0 25627.03460 1292485.76440
178.0 28283.30320 1577480.92487
179.0 31214.72850 1928239.12679
180.0 17223.63350 598960.05998
181.0 19008.31530 730547.14449
182.0 20978.89650 892533.18799
183.0 23152.38710 1089204.94225
184.0 25552.75980 1329566.14870
185.0 28200.99220 1622101.51234
186.0 31124.21190 1980836.17740
187.0 34350.11210 2417162.01833
188.0 37911.94330 2952333.83589
189.0 41842.22560 3603470.55730
190.0 23088.68690 1113206.73647
191.0 25481.47280 1358580.63666
192.0 28123.74870 1657446.32915
193.0 31038.75420 2024716.75938
194.0 34256.29060 2468763.40215
195.0 37807.30620 3010633.53264
196.0 41726.59360 3671017.06024
197.0 46051.14460 4473414.13469
198.0 50825.54230 5452406.15921
199.0 56095.01720 6650874.61990
200.0 30953.07220 2043908.42379
201.0 34161.49520 2492312.67458
202.0 37702.73260 3037243.12830
203.0 41610.72310 3698833.19003
204.0 45924.01020 4514626.72650
205.0 50684.27430 5505161.03666
206.0 55938.11400 6715055.71240
207.0 61735.99250 8179819.31404
208.0 68137.17570 9975433.61703
209.0 75199.73840 12154974.88577
210.0 41498.47710 3732514.82008
211.0 45799.28950 4548356.38429
212.0 50546.91570 5545357.04839
213.0 55786.64350 6764545.91761
214.0 61568.90280 8248976.74055
215.0 67951.75890 10063091.13417
216.0 74995.59710 12260090.30977
217.0 82770.61960 14941594.55990
218.0 91350.90480 18213691.74674
219.0 100817.73070 22198031.38698
220.0 55636.60620 6791045.49292
221.0 61403.13630 8279983.45932
222.0 67768.69210 10102579.93870
223.0 74793.81950 12305332.19192
224.0 82547.64540 15000652.07226
225.0 91105.68600 18280435.42500
226.0 100549.79590 22277863.60044
227.0 110970.61890 27166828.14606
228.0 122472.91240 33097154.08953
229.0 135168.92890 40326623.55724
230.0 74588.29570 12350595.91306
231.0 82321.30820 15045826.68261
232.0 90853.44820 18325450.12732
233.0 100269.83630 22326695.56170
234.0 110662.92860 27203983.45930
235.0 122135.11560 33139025.60784
236.0 134796.56770 40409875.18402
237.0 148768.50440 49236447.17898
238.0 164190.69520 59991689.82150
239.0 181210.04530 73082699.32065
